path,label
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00181.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01096.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-08073.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04727.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03555.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-08550.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04307.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01907.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-11284.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00562.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00522.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-07044.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-05996.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04800.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01283.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-11776.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03116.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04089.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-06655.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-06115.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-07561.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-02885.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-10428.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-07918.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04694.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03046.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00045.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-10927.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-09203.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03126.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03554.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04030.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01625.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-09550.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01234.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-06732.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-11172.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-10185.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-07897.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-02620.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-09876.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-06835.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04527.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-08406.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-11147.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01605.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-01570.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-10925.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00418.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-00083.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-03596.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-04502.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-05739.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-02601.jpg,1
/ocean/projects/mch210006p/shared/HW1/Classification/post-CHF/Boiling-5_CHF-08715.jpg,1
